,μ=0_σ=1,μ=0_σ=2,μ=2_σ=1,μ=2_σ=2,μ=4_σ=1,μ=4_σ=2
μ=0_σ=1,0.9377620263100714,0.9813251128311677,0.9999999999999999,0.9918002081960489,1.0,1.0
μ=0_σ=2,,0.9901293241887448,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
μ=2_σ=1,,,0.9433941492741847,1.0,1.0,1.0
μ=2_σ=2,,,,1.0,0.9999999999999999,1.0
μ=4_σ=1,,,,,0.9286210224929068,0.9894359242275137
μ=4_σ=2,,,,,,0.9869819721461318
