,μ=0_σ=1,μ=0_σ=2,μ=2_σ=1,μ=2_σ=2,μ=4_σ=1,μ=4_σ=2
μ=0_σ=1,1.0,0.9816873404386346,1.0,0.9999999999999999,1.0,1.0
μ=0_σ=2,,0.9890038819254656,1.0,0.9910799501369966,1.0,0.9999999999999999
μ=2_σ=1,,,0.9999999999999999,0.9950662978598382,0.9999999999999999,1.0
μ=2_σ=2,,,,0.9999999999999999,0.993390037147004,1.0
μ=4_σ=1,,,,,0.9569157310241548,0.9725767593944292
μ=4_σ=2,,,,,,1.0
