,μ=0_σ=1,μ=0_σ=2,μ=2_σ=1,μ=2_σ=2,μ=4_σ=1,μ=4_σ=2
μ=0_σ=1,0.1848996358985864,0.6409388432965274,0.9841785843637364,0.95623321356449,1.0,0.9994961035185249
μ=0_σ=2,,0.41316112543012745,0.9289660814155796,0.8586077210766108,0.9991477656604625,0.9945228371356769
μ=2_σ=1,,,0.19461024204121805,0.6476752797622406,0.9837618987220078,0.9569337875224887
μ=2_σ=2,,,,0.42926597599938704,0.926223161779444,0.8598130031843848
μ=4_σ=1,,,,,0.19475219509950428,0.6597686021986441
μ=4_σ=2,,,,,,0.4241784616911378
