,μ=0_σ=1,μ=0_σ=2,μ=2_σ=1,μ=2_σ=2,μ=4_σ=1,μ=4_σ=2
μ=0_σ=1,0.942288033859588,1.0,1.0,1.0,0.9999999999999999,1.0
μ=0_σ=2,,1.0,1.0,1.0,1.0,1.0
μ=2_σ=1,,,0.9200106835549073,0.9951508780981471,1.0,1.0
μ=2_σ=2,,,,0.9718802571097958,0.9999999999999999,1.0
μ=4_σ=1,,,,,0.9626309408462218,0.9921226043952486
μ=4_σ=2,,,,,,1.0
