,μ=0_σ=1,μ=0_σ=2,μ=2_σ=1,μ=2_σ=2,μ=4_σ=1,μ=4_σ=2
μ=0_σ=1,0.9854514262443173,0.9890748601552081,1.0,1.0,1.0,0.9999999999999999
μ=0_σ=2,,1.0,0.9999999999999999,1.0,1.0,1.0
μ=2_σ=1,,,0.9372985865591124,0.9999999999999999,1.0,1.0
μ=2_σ=2,,,,0.9813928871848012,1.0,0.9999999999999999
μ=4_σ=1,,,,,1.0,1.0
μ=4_σ=2,,,,,,1.0
